id,house_value,house_age,household_size,vacant_units,population,income,age_population,postgrads,no_hs,diversity_index,unemployment,employed_technology,dist_landfills,dist_airports,dist_libraries,dist_supermarkets,dist_malls,dist_police,dist_hospitals,dist_universities,dist_schools,dist_parks,dist_coast,latitude,longitude
60855048062,727679,1959,3.63,5,899,72208,38.3,29.25,7.56,76.8,2.35,19.61,8.65,9.2,1.88,5.32,1.18,5.47,8.13,1.22,0.56,0.22,6.69,37.39,-122
60855048061,858906,1975,3.02,10,1221,200001,40.4,11.96,3.69,82.7,11.73,11.39,8.36,9.47,2.34,5.61,1.46,5.72,8.58,1.66,0.14,0,6.35,37.4,-122
60855048052,1200000,1987,2.5,19,1520,101917,40.1,29.41,6.38,77.3,1.03,9.9,7.37,9.96,3.53,6.68,2.29,6,9.79,2.79,1.19,0.48,5.59,37.41,-122
60855043231,692511,1969,2.83,27,1995,101280,44.7,1.85,10.78,48.6,4.93,9.03,4.7,7.66,4.09,2.74,0.73,6.9,6.18,7.35,0.33,0.27,13.69,37.4,-121.88
60855043083,581704,1986,3.51,6,1795,109958,44,15.49,3.62,74.7,10,8.92,7.51,11.35,0.62,7,2.27,9.66,4.94,9.7,0.37,0.4,17.05,37.4,-121.84
60855034012,377660,1960,3.67,6,1350,45272,36.4,3.78,12.37,76.1,5.15,0.65,7.6,10.63,1.26,7.68,1.73,7.52,4.07,3.2,0.49,0.68,20.78,37.33,-121.84
60855034011,598958,1967,4.21,7,1585,94431,34.4,1.7,12.87,76.7,16.02,2.16,7.11,10.18,1.46,7.3,1.46,7.09,3.68,3.65,0.54,0.3,20.39,37.34,-121.84
60855033273,544643,1971,3.79,26,2604,85425,49.1,8.56,0.96,81.6,1.16,2.18,15.23,18.28,1.3,13.03,1.42,15.11,8,1.84,0.58,0.63,26.74,37.31,-121.78
60855033272,556122,1966,4.24,11,2241,82994,41.9,10.17,3.26,74.7,4.43,15.45,13.92,16.95,0.69,12.44,0.69,13.79,8.77,3.16,0.6,0.45,25.73,37.31,-121.79
60855033271,622159,1958,4.44,2,1514,122418,40.2,7.46,7.13,71.7,0.85,6.03,13.51,16.47,0.67,11.9,0.92,13.29,8.81,2.93,0.54,0.44,25.44,37.31,-121.8
60374328022,1412500,1984,2.21,36,1413,106612,31.6,3.11,24.06,81.1,14.75,2.14,2.63,36.36,2.46,7.92,0.7,2.83,2.7,1.75,0.71,0.77,36.29,34.08,-118.05
60374328021,2000001,1976,2.35,41,1557,200001,31.4,1.61,11.56,79.4,13.23,0,2.89,36.37,2.21,8.11,0.78,2.57,2.94,1.5,0.59,0.6,36.29,34.08,-118.05
60374328011,2000001,2005,3.25,65,1189,193558,52.9,0.59,29.35,84.5,3.07,0,3.38,36.35,1.73,8.51,1.09,2.07,3.43,1.03,0.69,0.29,36.27,34.07,-118.05
60855032081,843341,1975,2.91,15,2100,126445,35.9,3.1,10.38,83.1,4.77,1.93,12.42,17.15,1.51,7.55,1.89,13.96,5.69,6.14,0.26,0.28,26.71,37.28,-121.82
60855032072,684659,1957,3.24,10,1295,106436,45.4,10.5,7.8,64.7,5.07,2.67,13.12,15.51,2.17,8.84,2.12,12.29,8.02,4.23,0.79,0.1,25.21,37.3,-121.82
60855032071,670095,1955,3.46,6,740,151993,41.8,31.89,11.35,57.3,11.29,7.96,13.84,16.26,2.11,8.66,2.68,13.04,7.21,4.94,0.84,0.06,25.85,37.29,-121.81
60855048051,721154,1955,3.45,2,804,127438,42.5,54.1,15.3,80.1,9.17,23.48,8.05,9.75,2.82,5.95,1.81,6.02,9.05,2.13,0.42,0.3,6,37.4,-122
60855048022,662234,1956,3.08,5,1181,154072,40.6,12.02,7.28,79.6,2.54,22.39,7.56,8.42,2.52,6.5,0.87,4.81,8.65,1.36,0.16,0,6.83,37.4,-121.99
60855048021,642677,1955,3.27,6,2230,69510,47.2,7.22,1.57,77.6,6.73,14.54,6.73,9.15,3.57,7.23,1.99,5.05,9.76,2.22,1.28,0.59,6.07,37.41,-121.99
60855042013,669431,1956,2.61,28,1301,78253,44.9,14.53,10.15,86.8,0.12,19.47,8.94,12.95,2.12,10.51,1.82,10.64,4.16,6.96,0.59,0.38,19.91,37.38,-121.81
60855042012,278289,1974,2.79,46,1602,34396,45.8,12.11,0.19,85.1,6.41,34.24,8.06,12.08,2.05,9.39,0.69,9.88,3.65,7.58,0.24,0.64,19.02,37.38,-121.82
60375544063,204605,1963,2.85,31,1608,54506,42.2,8.52,11.32,86.7,7.33,6.28,5.64,8.23,1.77,6.25,0.51,1.8,2.22,1.65,0.68,0.84,12.86,33.87,-118.11
60790125053,290000,1973,3.06,22,1067,62904,42.8,11.81,0.47,56.5,0.83,7.26,3.5,36.16,2.16,7.05,2.79,1.41,8.85,4.82,1.65,0.98,20.4,35.5,-120.68
60790125023,251562,1973,3.15,37,1217,41019,38.4,14.54,0.41,70.7,3.96,13.99,1.48,34.57,0.87,9.64,5.52,1.81,11.36,2.59,1.02,0.94,21.64,35.49,-120.66
60855041023,250347,1976,3.16,12,902,65749,35.8,2,33.48,81.9,7.33,0,8.2,12.12,0.92,10.38,2.73,9.61,3.03,5.3,0.7,1.07,20.14,37.36,-121.82
60855041022,273077,1981,3.08,18,876,63527,36.1,6.74,16.32,79.2,4.96,2.27,8.62,12.51,1.4,10.67,3.15,9.97,3.42,4.96,0.22,0.68,20.53,37.36,-121.82
60610233001,0,0,2,0,10,0,35.3,2890,320,72.7,4.47,11.74,7.54,41.38,4.48,15.19,1.09,2.47,17.3,8.63,0.09,0.89,122.64,38.88,-121.3
60710092013,330317,1985,2.63,24,2754,82217,41.8,3.96,0,58.1,4.49,5.94,37.24,39.91,2.61,29.23,27.18,10.97,33.81,27.24,2.84,0,81.25,34.35,-117.61
60710002032,363415,1984,2.74,18,2066,82162,41.3,3.44,6.49,86,10.74,8.73,10.21,10.98,0.67,4.82,1.28,1.97,0.06,3.08,0.94,0.61,52.57,34.08,-117.7
60710120024,365082,1983,2.44,22,1850,109051,32.3,4.97,1.78,87.2,1.74,0,64.34,57.35,3.45,112.5,1.26,2.8,2.54,2.98,0.5,0.18,161.75,34.88,-117
60710120023,683290,1969,2.72,11,1655,117067,30.5,0,2.24,87,3.9,0,63.88,56.62,2.66,112.36,1.8,2.14,1.84,2.14,0.38,0.67,161.25,34.88,-117.01
60650432641,412500,1976,2.49,1,1007,73874,34.9,24.13,0,81.1,2.64,2.47,9.35,52.71,2.14,7.34,2.18,4.81,1.93,5.03,0.71,1.03,40.7,33.5,-117.1
60650422174,250000,1977,2.72,19,863,40677,41.7,17.84,0,81.7,4.56,0.37,14.19,10.25,4.86,7.27,1.93,1.89,8.36,3.92,0.15,0,59.98,33.93,-117.33
60650422173,287500,1974,2.91,0,1012,113115,42.4,17.69,8.3,80.3,3.73,0,13.29,9.36,3.83,8.15,0.91,0.88,9.26,3.81,1.18,0.68,59.68,33.92,-117.33
60650422172,420000,2002,1.85,31,1603,15601,45.1,16.16,0,77.1,9.13,0.21,12.53,8.59,3.62,8.95,1.39,1.42,10.04,2.78,1.81,0.49,60.42,33.92,-117.31
60650422171,122727,1964,3.88,0,916,34400,37.8,32.86,2.95,78.2,0.51,4.3,14.52,11.86,4.12,7.01,0.87,3.82,7.08,2.91,2.74,0.35,62.3,33.95,-117.33
60650422141,173529,1964,3.27,20,943,37823,37.5,47.83,0.74,88,2.38,1.63,11.07,13.67,5.95,10.98,5.14,4.1,9.72,3.84,2.51,0,66.64,33.98,-117.29
60855053033,121053,1967,3.24,10,1035,36408,37.7,24.06,1.06,81.8,0,12,8.12,4.31,2.24,6.71,1.69,3.14,4.57,1.84,0.73,0.17,11.91,37.36,-121.97
60650422103,120455,1967,3.88,24,1461,27184,24.9,4.18,5.68,88.8,18.34,5.25,10.07,15.96,2.58,7.58,1.19,0.83,5.8,1.73,0.33,0.2,64.85,33.99,-117.33
60133810004,621914,1976,2.75,16,1914,88978,32.6,0.78,14.05,85.9,7.8,0,7.88,32.22,0.4,6.17,4.57,2.08,13.85,5.56,0.54,0.16,1.91,37.93,-122.34
60190018003,473816,1982,2.46,24,2403,98703,36.3,0.08,1.12,83.3,3.74,0,12.34,22.18,3.91,30.68,15.76,12.98,14.92,13.71,2.42,6.48,164.47,36.64,-119.82
60190018004,634221,1983,2.52,42,1029,107215,37.7,7.39,7.19,80.9,9.23,2.3,9.57,19.43,0.88,28.51,12.87,11.1,12.72,11.65,0.36,4.7,166.81,36.65,-119.8
60190056082,544492,1982,3.09,35,884,109834,35.5,5.32,8.6,82.3,4.42,5.58,18.21,4.98,2.39,5.24,0.82,3.86,5.82,0.2,1.9,0.84,183.37,36.81,-119.72
60190022002,508333,1974,2.86,33,1239,90213,38.1,8.72,1.78,86.3,30.17,0,12.55,10.01,1.15,14.63,4.11,2.92,2.85,2.09,0.37,1.09,174.1,36.75,-119.8
60372291002,461111,1979,2.93,55,1300,67229,30.4,1.77,22.38,66.8,7.21,0,6.02,12.99,1.65,5.96,0.7,2.93,3.1,2.95,0.66,0.4,17.7,33.99,-118.25
60372292002,439516,1967,3.18,14,662,102487,32.6,9.52,84.74,61.7,7.38,0,5.98,12.94,0.93,4.5,1.44,2.04,4.39,3.96,0.05,0.27,16.85,34,-118.26
60372293001,495283,1970,3.21,2,1117,89651,28.7,1.61,53.45,63,17.32,0,6.41,12.58,0.92,4.22,1.73,2.31,4.94,3.65,0.52,0,16.38,34,-118.27
60372293002,481944,1967,3.22,25,1289,95357,28.6,0,25.91,58.4,8.27,0,6.66,12.41,0.61,4.01,2.02,2.48,5.28,3.43,0.3,0.11,16.09,34,-118.27
60372294101,298707,1967,2.9,4,1586,103121,30.3,1.64,14.12,64,5.93,0,7.3,11.67,1.3,4.73,1.72,3,5.33,4.13,0.26,0.18,15.88,33.99,-118.27
60372294202,384524,1940,2.54,37,1088,46258,30.5,2.21,46.42,63.7,11.44,2.95,6.52,12.37,1.6,5.35,0.57,2.87,4.07,3.91,0.41,0.43,16.91,33.99,-118.26
60372311001,604167,1947,4.74,18,1631,78609,30.9,2.82,15.02,61.4,6.45,0,5.73,14.25,1.53,1.99,0.93,1.84,3.05,1.54,0.17,0.83,16.33,34.02,-118.27
60372311002,785880,1955,4.05,6,2640,54459,35.9,0.45,7.88,81.2,24.7,0,6.3,13.95,1.04,1.63,1.45,2.43,3.26,1.08,0.44,0.46,15.85,34.02,-118.28
60372312101,613014,1957,4.42,27,2254,51800,33.1,0,9.63,78.5,4.55,0,8.44,13.28,1.23,1.87,1.15,1.16,4.52,1.65,0.63,0.17,14.11,34.02,-118.3
60372312201,680556,1940,4.12,10,1485,62667,34.4,1.95,19.39,84.9,10.43,0,7.99,13.35,1.16,1.61,0.83,1.48,4.21,1.27,0.38,0.23,14.46,34.02,-118.29
60372312202,584677,1940,4.34,16,1798,58728,32.9,2.84,7.06,77.1,12.92,0,7.48,13.32,0.93,1.59,0.89,1.93,4,1.06,0.39,0.14,14.87,34.01,-118.29
60190022003,616346,1946,4.45,8,2340,53454,33.4,0.09,1.58,83.3,7.47,0.56,11.94,10.24,1.66,14.22,3.87,3.54,3.44,1.88,0.38,1,174.02,36.76,-119.81
60190022004,389130,1939,4.13,10,1488,45515,38.5,8.06,0.67,83.3,10.45,5.21,11.98,9.72,1.58,13.69,3.25,3.72,3.14,1.25,0.85,1.38,174.49,36.76,-119.8
60190023001,666667,1940,3.36,51,1718,39927,31.6,4.77,0.23,85.4,9.51,6.6,13.79,8.42,0.6,14.39,3.66,2.41,1.83,1.91,0.16,1.21,175.3,36.76,-119.79
60190023003,520349,1964,3.68,29,1414,38575,37,1.34,6.36,85.9,24.21,0,13.31,9.33,0.32,14.76,4.07,2.32,2.07,1.88,0.7,1.05,174.58,36.75,-119.8
60190023002,535714,1987,2.86,43,2404,30465,36.8,3,1.91,85,11.49,12.47,12.73,8.95,1.03,13.73,3.06,3.26,2.56,1.11,0.53,1,175.02,36.76,-119.8
60190024001,854167,1967,3.26,32,1376,61934,32.4,0,3.92,84.6,5.57,0,14.4,6.87,2.2,13.36,3.04,3.51,1.57,2.33,0.2,0.89,176.57,36.76,-119.78
60190028002,359524,1939,2.83,11,1061,65450,30.5,0,13.38,86,12.35,0,14.56,3.89,3.14,12.92,2.43,4.39,4.48,3.23,1.04,1.06,178.57,36.76,-119.74
60372314001,515000,1939,2.14,31,851,66170,37.6,9.4,12.34,81.6,1.01,3.44,8.2,12.79,0.35,3.18,2.56,0.98,5.8,2.82,0.63,0.25,12.94,34.02,-118.31
60372314003,205189,1959,3.08,22,1029,50584,38.4,0.87,18.95,83,2.35,0,8.04,12.64,0.75,3.62,2.15,1.3,6.22,2.41,0.72,0.59,12.57,34.02,-118.32
60670096172,374324,1946,2.39,40,1412,35997,54.4,26.49,1.56,74,3.01,11.36,6.55,43.41,3.28,2.47,1.29,5.13,7.51,4.73,1.24,0.64,81.54,38.41,-121.44
60971541003,444785,1940,2.58,42,1027,44443,60,23.47,1.46,55,2.87,0,37.63,39.69,17.48,46.73,33.71,17.11,22.43,41.14,9.54,12.93,43.26,38.78,-122.87
60855123112,138953,1953,3.34,19,1044,37733,40.2,12.16,5.65,86.7,6.14,4.31,4.19,41.52,3.94,4.26,0.98,5.64,18.11,18.25,1.13,1.02,29.53,37.15,-121.66
60855009013,118750,1972,3.36,8,630,41202,29.4,29.52,0,87.9,3.69,14.23,5.06,6.59,0.72,3.04,1.32,3.4,5.96,0.79,0.85,0.31,18.34,37.33,-121.88
60730101063,820913,1940,3.11,8,1623,65954,36,1.05,10.72,72.5,4.75,0.14,8.82,10.1,0.47,15.7,1.87,1.21,8.56,5.41,0.41,0.58,5.44,32.57,-117.07
60730101062,779297,1940,3.35,34,1413,88732,35.5,1.27,9.84,72,7.51,0,9.12,10.87,0.65,15.77,0.82,0.39,8.53,4.83,0.63,0.28,4.54,32.57,-117.08
60730101061,683460,1986,2.71,19,2428,160346,40.5,0,10.26,78.3,8.25,2.07,8.48,10.06,0.6,15.26,1.64,0.76,8.08,4.81,0.54,0.51,5.07,32.57,-117.07
60730101032,518415,1985,2.51,48,2023,80806,35.4,2.17,6.57,86.4,4.63,0.95,10.64,12.92,0.93,16.82,0.98,2.27,9.56,4.73,0.77,0.43,2.9,32.58,-117.1
60730101042,535000,1991,2.61,114,1976,80175,40.5,4.05,5.16,86.6,1.69,1.26,11.1,13.01,0.08,17.5,1.41,2.12,10.23,5.73,0.05,0.23,3.43,32.57,-117.1
60730101033,543513,1996,2.56,49,2055,138098,35.6,5.99,3.7,84.7,9.27,6.57,11.23,13.51,0.98,17.36,1.42,1.67,10.11,5.01,0.62,0.53,2.7,32.58,-117.1
60376513021,472008,1988,2.25,49,1710,110077,43.1,8.19,0,78.4,3.59,1.59,10.62,15.67,1.15,2.91,0.87,3.41,2.09,1.38,0.47,0.54,2.98,33.81,-118.36
60590320474,443798,1981,2.55,93,1899,65591,34.9,12.27,0.47,74.5,0.83,3.12,20.7,25.75,3.67,5.24,4.57,2.51,10.44,14.56,1.62,0.25,19.03,33.66,-117.64
60590320472,571299,2005,3.03,11,2896,105155,41.9,1.66,0,70.6,4.48,2.19,19.85,24.82,3.46,6,4,2,9.47,13.65,0.6,0.87,18.24,33.66,-117.65
60590320432,571629,2005,3.37,15,1694,118615,50,19.01,0,53.3,3.98,1.52,24.11,34.59,3.49,3.96,9.9,3.83,14.98,15.68,2.78,0.77,22.22,33.63,-117.56
60590320423,651382,2002,3.49,10,1407,142740,45.4,15.35,0,65.4,1.84,2.55,23.07,33.12,2.24,2.56,9,2.47,15.33,16.12,0.7,0.71,22.58,33.65,-117.57
60590320421,678161,2005,2.99,20,1886,158151,44.5,17.55,0.74,60.1,0.93,1.82,21.5,34.14,3.78,4.01,10.45,3.95,16.96,17.75,1.26,0.04,23.93,33.66,-117.57
60590320402,669956,1966,3.92,4,2214,84110,49,8.45,0.54,53.5,7.87,4.72,16.27,27.17,2.61,2.13,2.07,2.64,2.45,3.39,0.79,0.16,11.84,33.58,-117.65
60590320401,786392,1979,3.4,31,1839,78283,50.2,13.1,0.27,57.4,6.69,7.77,17.16,26.95,1.83,1.38,2.79,1.88,3.32,4.28,0.59,0.45,12.44,33.58,-117.65
60590320393,1315705,1977,3.11,12,1115,200001,35.7,2.42,20.45,83.7,1.19,0.4,15.83,27.66,3.12,2.74,1.46,3.25,2.12,2.97,0.5,0.25,11.7,33.57,-117.65
60730050001,1878788,1973,2.71,8,1156,157799,31.9,7.79,8.22,74.9,11.57,0,18.95,7.5,1.41,7.7,1.27,1.85,2.83,2.46,1.1,0.71,0.11,32.69,-117.14
60730049003,1320423,1974,3.08,10,1147,200001,33.9,6.36,34.26,72.2,10.54,3.22,17.51,6.71,0.99,6.31,1.32,0.39,2.85,1.65,0.49,0.27,1.21,32.7,-117.14
60730049002,543033,1957,3.95,32,1781,41068,37,0.62,6.68,74.2,21.68,0.16,18.11,7.48,0.31,7,0.53,1.01,3.53,2.39,0.14,0.45,1.01,32.7,-117.14
60374316003,2000001,1948,2.47,23,819,200001,46.6,12.09,2.44,43.9,2.22,17.48,4.22,37.3,1.22,5.22,2.33,3.58,3.27,2.47,0.17,0.81,39.87,34.11,-118.04
60374316002,1610104,1991,2.06,2,1068,155089,47.1,34.46,2.25,52.9,0.35,3.6,5.07,36.49,0.88,5.03,3.18,3.08,3.38,2.56,0.88,0.69,39.22,34.11,-118.05
60374316001,1295000,1960,2.86,51,2636,110133,50.5,7.81,1.29,52.4,3.54,4.59,3.4,38.07,0.54,4.74,1.51,3.62,3.36,2.66,0.83,0.91,40.4,34.11,-118.03
60730049001,1711864,1971,1.76,34,1446,113530,32.2,5.74,4.22,66.1,0,0,17.62,7.3,0.48,6.57,0.89,0.68,3.1,2.31,0.4,0.37,1.44,32.7,-117.14
60730048003,1561594,1953,2.63,12,1423,113174,33.4,5.06,8.85,68.9,18.44,0,17.06,6.94,1.03,6.02,1.44,0.45,2.57,2.11,0.59,0.2,1.79,32.71,-117.14
60730048001,1102410,1957,3.89,0,1069,107847,34.4,2.15,18.43,81.3,16.1,0,16.65,6.74,1.44,5.63,1.85,0.28,2.19,1.98,0.47,0,2.1,32.71,-117.14
60730047002,2000001,1970,1.91,46,1307,124391,35,4.97,1.76,83.6,4,2,16.99,6.05,1.02,5.73,1.35,0.61,2.3,1.09,0.33,0.4,1.32,32.71,-117.15
60014419272,1095161,1956,4.25,35,2023,85214,41.3,17.75,0.1,59.2,0,30.38,5.5,26.49,0.98,1.21,0.8,1.1,0.38,5.68,1.34,0.44,8.74,37.55,-121.98
60014419271,737745,1979,3.31,22,1567,67296,33.9,28.84,0.96,59.2,2.49,30.63,4.97,25.93,1.41,1.09,0.83,1.5,0.52,5.14,1.04,0.69,8.46,37.54,-121.98
60375438011,622396,1971,3.87,4,821,46885,48.6,25.7,40.68,87.3,3.19,3.11,1.55,12.83,1.35,9.07,1.24,1.51,2.71,0.81,1.43,0.81,8.27,33.84,-118.27
61110059073,552599,1976,2.82,33,1463,70954,55.8,19.55,0,47.8,3.99,3.41,19.72,40.53,5.02,3.86,2.62,14.45,10.08,12.07,0.96,0.46,11.64,34.14,-118.84
61110059072,797697,1977,3.84,16,1554,51084,68,12.42,0,35.8,2.57,0,18.61,39.1,3.71,2.5,1.1,13.22,9.95,11.75,1.32,0.69,12.58,34.15,-118.83
60971527024,586462,1981,3.58,12,2547,101423,44.9,0,1.53,81.6,0,0,4.01,1.07,6.44,9.23,2.16,6.44,6.05,5.27,1.3,2.86,27.83,38.5,-122.8
60375548011,708333,1988,3.58,0,310,50275,33.1,11.94,106.45,68.2,8.53,0.54,7.7,11.5,1.24,2.61,1.78,2.17,2.81,0.43,0.48,0.15,14.89,33.88,-118.08
60375700012,1388211,1978,3.13,23,1400,200001,38.7,2.43,0.79,85.3,4.61,0.46,6.04,6.99,1.2,6.42,1.8,2.37,3.53,2.26,0.52,0.83,11.71,33.86,-118.11
60375707011,1184896,2005,3.41,0,1814,200001,38.2,2.92,0,89.1,0,4.87,3.58,5.39,1.69,5.82,1.04,1.48,0.53,0.41,0.4,0.98,10.71,33.86,-118.14
60375545151,1222513,1977,2.7,4,843,200001,47.9,20.28,3.08,72.1,0,1.69,6.11,9.66,0.62,2.86,1.99,1.93,4.55,2.69,0.52,0.3,12.65,33.86,-118.08
60375732012,260593,1985,3.19,60,3134,86238,35.8,0.64,15.35,82.3,1.4,1.25,4.84,4.57,0.55,4.6,2.96,1.83,0.99,1.84,0.46,0.35,4,33.8,-118.19
60375752021,1233425,1976,2.72,57,1594,143266,34.1,1.63,27.23,86.4,7.21,5.36,6.24,4.46,0.8,5.36,0.71,2.54,2.1,1.19,0.31,0.24,2.74,33.79,-118.17
60372946202,1324534,1979,2.73,15,1156,171984,37.3,1.04,13.75,59.7,3.66,0,2.64,11.42,1.6,8.32,1.42,3.6,5.39,3.94,0.51,0.2,2.4,33.79,-118.25
60375707012,789530,1968,3.57,5,1715,157294,34.3,7.58,6.12,88.9,5.21,0,4.26,4.48,1.39,5.27,0.59,1.38,1.24,1.33,0.4,0.66,9.95,33.85,-118.15
60376510022,1248476,1982,3.1,0,954,158698,48.3,16.77,0.1,78,2.32,1.33,6.69,14.49,0.46,3.35,0.73,3.66,2.28,3,0.48,0.87,6.37,33.82,-118.32
60375727002,1274725,1998,3.01,1,1651,200001,40.4,0,9.21,83.9,10.02,2.75,2.26,7.65,0.81,5.73,3.97,1.03,2.82,4.5,0.3,0.2,2.93,33.8,-118.22
60375749011,947304,1975,3.17,1,1331,160889,39.4,13.82,0.6,69.3,1.87,0,5.66,4.96,0.43,0.72,2.13,3.47,1.9,1.52,0.35,0.34,4.7,33.79,-118.12
60730047001,265000,1981,3.47,16,1375,66579,36.6,3.42,1.09,84,9.03,3.78,16.56,5.83,1.04,5.3,1.35,0.74,1.86,0.99,0.27,0.15,1.62,32.71,-117.14
60730046002,398052,1958,3.2,11,1534,92096,35.7,2.22,2.15,86.7,0,7.72,16.18,5.63,1.17,4.93,1.43,0.61,1.49,0.9,0.6,0.32,1.84,32.71,-117.15
60730045013,464286,1967,3.14,45,2487,76239,35.8,3.62,0.48,80.3,7.32,6.32,15.62,5.77,1.84,4.48,2.01,0.9,1.02,1.26,0.88,0.2,2.43,32.72,-117.14
60730044003,253571,1955,3.24,19,1549,99481,38.3,22.85,0.71,72,2.97,3.44,14.46,6.47,2.75,3.88,3.16,2.37,1.52,2.62,0.36,0.74,3.77,32.73,-117.13
60730044002,283333,1984,2.65,32,1962,36884,38.6,9.33,2.6,76,6.71,4.11,14.5,6.94,2.67,4.19,3.63,2.58,2,3.06,0.33,0.98,4.06,32.73,-117.13
60730043003,206944,1977,1.85,81,2469,18721,40,9.84,2.35,67.7,13.62,0,13.59,6.47,1.88,3.29,3.19,3.02,1.95,3.18,1.13,0.45,4.26,32.73,-117.13
60375341012,0,0,0,0,3203,0,29.3,0.94,3.75,56.1,10.37,0.21,2.87,19.62,1.2,15.5,0.46,1.88,4.85,6.75,0.6,0.73,21.86,33.97,-118.17
60375026023,1082873,1989,3.12,10,1381,120494,38.3,1.81,2.1,73.5,6.51,0,4.55,19.79,1.26,11.18,3.21,3.42,4.51,4.12,0.58,0.6,22.63,33.96,-118.1
60375017002,491885,1972,2.8,63,2885,116250,36.7,6.38,0.8,83.9,0,0.27,7.25,24.13,2.79,1.87,1.67,2.88,1.84,2.09,0.1,0.56,25.38,33.96,-118.02
60375351021,1822000,1962,1.8,55,983,200001,33.5,10.89,18.21,67,5.6,0,6.41,10.62,1.29,9.89,2.66,3.49,4.67,4.31,0.34,0.52,17.11,33.96,-118.25
60375357021,1242925,1974,1.78,59,1644,145040,33.2,0,9.55,61,5.96,0,1.19,15.65,1.31,13.56,1.28,0.73,3.23,4.79,0.27,1.24,20.16,33.95,-118.2
60376004001,800752,1957,2.91,17,1685,91324,37.5,2.85,0,57,6.19,5.77,8.19,3.55,1.81,9.19,1.84,4.52,3.75,1.78,0.69,0.35,10.85,33.94,-118.32
60375409011,459524,1986,2.74,54,1039,88690,39.2,8.47,9.24,75.1,0,0,2.33,7.56,0.74,12.76,3.31,2.69,2.91,2.85,0.26,0.2,13.98,33.92,-118.27
60971528012,1150722,1991,2.24,5,1021,103566,41.7,8.23,0,71.8,0,0,8.19,8.26,3.4,2.14,1.57,3.37,2.57,2.72,0.74,0.19,30.01,38.48,-122.75
60710010011,147656,1994,2.14,23,654,61620,34.6,0,21.1,84.6,4.66,0,11.05,9.08,2.54,6.04,0.46,2.87,2.43,4.38,0.74,0.35,54.41,34.08,-117.68
60710100101,364062,1998,3.03,8,1269,62096,36.9,2.52,5.12,83.5,5.39,0,8.53,20.39,5.03,48.63,2.8,4.77,6.87,5.07,0.92,1.45,104.23,34.45,-117.35
60710089012,647727,1942,2.11,43,1026,82876,43.8,2.92,2.92,66.7,7.79,0,140.83,60.88,24.63,165.55,42.21,24.68,43.08,42.35,25.89,20.3,207.14,35.54,-117.28
60590867011,943548,1986,1.59,45,708,69480,39.8,8.62,9.04,87,3.65,3.09,8.6,22.15,3.79,9.21,1.2,4.14,2.58,0.4,0.36,0.33,17.68,33.85,-117.96
60590867015,749060,1976,2.27,67,1729,88550,46.1,4.68,2.08,80.7,12.32,0,8.67,22.63,3.29,9.42,1.52,3.84,2.05,0.72,0.37,0.09,17.91,33.85,-117.95
60710119003,1363095,1963,2.42,39,1841,111363,39.9,5.27,0,80.5,17.33,3.23,71.65,60.27,11.95,123.11,14.52,12.09,12.77,14.93,9.66,9.05,165.01,34.97,-117.08
60590866024,989583,1995,1.73,105,1215,100305,38.9,1.73,26.26,86.7,2.7,3.12,7.05,23.99,1.64,10.47,0.5,2.85,0.49,0.64,0.73,0.28,18.59,33.85,-117.94
60590870015,472222,1971,1.97,54,858,77082,42.3,11.19,6.88,87.5,3.08,3.36,4.53,19.11,0.23,7.51,2.1,3.88,1.64,2.79,0.49,0.01,14.29,33.83,-117.98
60590877015,671875,1967,4.11,22,2718,54113,39.2,1.95,2.24,87.4,8.17,10.52,5.36,20.98,1.82,9.07,0.64,4.64,3.53,2.2,0.38,1.01,15.13,33.82,-117.96
60590871036,0,1978,5.08,11,1408,68247,40.3,4.97,5.04,84.4,0,0,7.26,22.02,1.77,11.1,1.67,3.02,3.1,1.59,0.85,0.04,16.68,33.83,-117.95
60290033041,1294199,1975,1.64,78,903,107052,40.7,0.66,7.31,71.3,3.8,0,9.1,48.18,11.01,38.56,35.32,11.02,39.29,11.06,10.5,3.49,89.02,35.2,-119.38
60290033053,1745283,1968,2.1,36,1408,127603,42.3,15.27,3.62,71.1,2.71,1.39,57.68,83.63,0.95,70.93,1.23,0.9,62.37,55.72,1.44,0,68.12,34.83,-118.95
61130101031,365625,1959,4.88,3,1606,91267,36.8,1.93,11.58,80.6,6.14,4.07,4.03,15.5,2.58,11.33,1.42,1.62,8.2,7.22,0.38,0.21,86.48,38.6,-121.54
61130112111,820833,1978,4.03,5,1267,89149,37.1,19.97,0.55,86.5,0,2.62,4.25,16.79,4.1,17.31,1.99,0.9,6.14,0.94,0.68,0.21,79.74,38.67,-121.74
61130112082,1207819,1993,2.66,87,2189,142337,34.9,35.63,11.1,86.3,7.81,5.86,5.6,17.3,4.96,15.74,2.91,1.1,6.18,0.72,0.8,0.38,78.77,38.66,-121.74
61130111023,1501016,1968,2.68,32,2063,183318,33.8,3.88,10.08,78.4,3.05,0,2.66,19.44,1.24,17.96,1.71,0.62,3.47,3.56,1.43,0.28,78.83,38.67,-121.76
61130112101,1175000,1988,2.52,9,796,173364,37,5.78,9.67,86.3,4.89,0,3.99,17.66,3.46,17.03,1.8,1.51,5.28,1.28,0.81,0.51,79.21,38.67,-121.74
